#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2019-03-02T03:13:54 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ5c79f439a1c9	
#INFO	-out.max=unlimited	
#INFO	queryParameters=38	
#-oc.form=dec
#-out.max=unlimited
#-out.add=_RAJ,_DEJ
#-nav=cat:J/ApJS/239/2&tab:{J/ApJS/239/2/table2}&key:source=J/ApJS/239/2&HTTPPRM:&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=J/ApJS/239/2/table2
#-order=I
#-out=TICID
#-out=RAJ2000
#-out=DEJ2000
#-out=Obslen
#-out=Vmag
#-out=Kmag
#-out=Jmag
#-out=Tmag
#-out=R*
#-out=Mass
#-out=Teff
#-out=Dist
#-out=sG
#-out=DetC
#-out=Perp
#-out=Rp
#-out=Nt
#-out=Ars
#-out=Ecc
#-out=Rprs
#-out=Impact
#-out=Dur
#-out=Obsdepth
#-out=Insol
#-out=Noise
#-out=SNR
#-out=2M
#2M=2M
#

#RESOURCE=yCat_22390002
#Name: J/ApJS/239/2
#Title: Simulated exoplanets from TESS list of targets (Barclay+, 2018)
#Table	J_ApJS_239_2_table2:
#Name: J/ApJS/239/2/table2
#Title: Planet and host star properties for every detected planet in our simulation
#Column	_RAJ2000	(F14.10)	Right ascension (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F14.10)	Declination (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.dec]
#Column	TICID	(I9)	[144875/471012687] TESS Input Catalog ID number of star	[ucd=meta.id;meta.main]
#Column	RAJ2000	(F12.8)	Right ascension, decimal degrees (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F13.9)	Declination, decimal degrees (J2000)	[ucd=pos.eq.dec;meta.main]
#Column	Obslen	(F5.1)	[27.4/356.2] Number of days that target is observed	[ucd=time.interval]
#Column	Vmag	(F6.3)	[4/20] V-band magnitude	[ucd=phot.mag;em.opt.V]
#Column	Kmag	(F6.3)	[1.7/14.2] 2MASS Ks-band magnitude	[ucd=phot.mag;em.IR.K]
#Column	Jmag	(F6.3)	[2.3/15] 2MASS J-band magnitude	[ucd=phot.mag;em.IR.J]
#Column	Tmag	(F6.3)	[3.4/16.4] TESS bandpass magnitude	[ucd=phot.mag;em.opt.R]
#Column	R*	(F6.3)	[0.1/11.5] Stellar radius	[ucd=phys.size.radius]
#Column	Mass	(F6.3)	[0.06/2.5] Stellar mass	[ucd=phys.mass]
#Column	Teff	(F7.1)	[2763/11565] Stellar effective temperature	[ucd=phys.temperature]
#Column	Dist	(F9.3)	[2.5/15349]? Distance of the star	[ucd=pos.distance;pos.heliocentric]
#Column	sG	(I1)	[0/1] Was this star randomly selected to be a subgiant? 1=yes; 0=no	[ucd=meta.code]
#Column	DetC	(I1)	[0/1] Was this planet detected using the conservative model? 1=yes; 0=no	[ucd=meta.code]
#Column	Perp	(F9.6)	[0.5/99.4] Orbital period of the planet	[ucd=time.period]
#Column	Rp	(F6.3)	[0.6/22] Radius of the planet	[ucd=phys.size.radius]
#Column	Nt	(I3)	[2/425] Number of transits the planet has	[ucd=meta.number]
#Column	Ars	(F7.3)	[1/243.5] Planet semimajor axis scaled by the stellar radius	[ucd=phys.angSize.smajAxis]
#Column	Ecc	(F9.6)	[9e-06/0.5] Planet orbital eccentricity	[ucd=src.orbital.eccentricity]
#Column	Rprs	(F9.6)	[0.005/0.4] Planet radius scaled by the stellar radius	[ucd=phys.size.radius]
#Column	Impact	(F6.3)	[0/1] Planet impact parameter	[ucd=src.impactParam]
#Column	Dur	(F6.3)	[0.3/37.934] Planet transit duration	[ucd=time.duration]
#Column	Obsdepth	(F9.3)	[25.6/92074] The observed transit depth, corrected for dilution in parts per million	[ucd=src.var.amplitude]
#Column	Insol	(F10.3)	[0.06/242177] Insolation flux the planet receives relative to that received by the Earth from the Sun	[ucd=phot.flux;arith.ratio]
#Column	Noise	(F9.3)	[60/18605] The one-hour integrated noise level of the star in parts per million	[ucd=instr.det.noise]
#Column	SNR	(F8.3)	[7/1542] Combined signal-to-noise ratio of all transits	[ucd=stat.snr]
#Column	2M	(A2)	Display the 2MASS data (Cutri et al. 2003, Cat. II/246)	[ucd=meta.ref.url]
_RAJ2000|_DEJ2000|TICID|RAJ2000|DEJ2000|Obslen|Vmag|Kmag|Jmag|Tmag|R*|Mass|Teff|Dist|sG|DetC|Perp|Rp|Nt|Ars|Ecc|Rprs|Impact|Dur|Obsdepth|Insol|Noise|SNR|2M
295.0248000000|+58.0047900000|287133183|295.02480000|+58.004790000|164.4|16.223|11.338|12.184|13.802| 0.367| 0.376| 3461.0|         |0|0| 7.383742| 2.169| 22| 31.394| 0.165718| 0.054117| 0.421| 1.736| 2900.391|     6.073| 2222.281|   8.067|2M
293.2387000000|+04.9524530000|212489487|293.23870000|+04.952453000| 27.4|14.135| 9.451|10.271|11.707| 0.362| 0.369| 3451.0|         |1|0| 1.718116| 1.614| 16| 11.966| 0.151831| 0.040826| 0.509| 0.998| 1156.239|    41.322|  516.506|   8.944|2M
293.2442000000|+05.7613450000|212490065|293.24420000|+05.761345000| 27.4| 8.700| 7.246| 7.472| 8.098| 3.916| 1.826| 7742.0|         |1|0| 5.773943| 4.602|  5|  4.229| 0.127301| 0.010759| 0.598| 8.665|  112.756|  8377.655|   94.423|   7.860|2M
298.7096000000|+55.6538400000|267488047|298.70960000|+55.653840000|109.6|12.553|10.900|11.193|11.684| 1.189| 1.644| 7284.0|  405.580|0|0|60.306266| 9.115|  2| 64.251| 0.094915| 0.070167| 0.871| 4.462| 4592.328|    28.445|  509.272|  26.939|2M
270.1324000000|+62.7170500000|233062826|270.13240000|+62.717050000|301.4|11.226| 9.815|10.121|10.612| 1.458| 1.120| 6035.0|  287.035|0|1|22.163512| 3.387| 13| 23.660| 0.026288| 0.021268| 0.388| 6.764|  441.412|    98.844|  276.032|  14.996|2M
270.1324000000|+62.7170500000|233062826|270.13240000|+62.717050000|301.4|11.226| 9.815|10.121|10.612| 1.458| 1.120| 6035.0|  287.035|0|1|34.571494| 3.209|  9| 31.823| 0.049023| 0.020152| 0.549| 7.136|  396.281|    54.640|  276.032|  11.505|2M
271.2269000000|+62.4153100000|233076423|271.22690000|+62.415310000|328.8|11.382|10.318|10.519|10.923| 3.078| 1.389| 6626.0|         |1|0|10.311980| 3.949| 32|  7.231| 0.086599| 0.011745| 0.340|10.425|  134.597|  1537.845|  326.806|   7.522|2M
272.8549000000|+62.3905000000|233092401|272.85490000|+62.390500000|328.8|11.408|10.254|10.579|11.099| 1.238| 1.225| 6276.0|  307.578|0|0| 3.269603| 1.786|101|  8.017| 0.184053| 0.013211| 0.141| 3.135|  165.871|  1006.959|  360.708|   8.182|2M
284.5522000000|+52.7689200000|267575522|284.55220000|+52.768920000|109.6|12.570|10.807|11.211|11.867| 1.063| 0.989| 5594.0|         |0|0|13.991184| 3.682|  7| 22.911| 0.016609| 0.031720| 0.809| 2.990|  948.631|    77.815|  570.416|   7.608|2M
273.4373000000|+64.5750800000|233121821|273.43730000|+64.575080000|301.4|11.489|10.377|10.631|11.066| 2.988| 1.346| 6532.0|         |1|1|13.409060|11.315| 22|  8.781| 0.064037| 0.034670| 0.541|10.331| 1192.288|   984.813|  354.032|  50.773|2M
275.0657000000|+62.5970800000|233160556|275.06570000|+62.597080000|328.8|11.670|10.242|10.554|11.045| 1.348| 1.101| 5986.0|  321.951|0|1|18.638684|11.808| 18| 22.665| 0.001227| 0.080168| 0.680| 5.275| 6287.869|   104.262|  349.863| 175.134|2M
293.5652000000|+55.0879000000|267877359|293.56520000|+55.087900000|109.6|14.307|10.550|11.343|12.558| 0.556| 0.602| 3830.0|         |0|1| 4.394445| 2.493| 25| 17.153| 0.002918| 0.041051| 0.148| 2.018| 1597.970|    30.508|  896.806|  12.657|2M
280.1298000000|+63.8320000000|233525703|280.12980000|+63.832000000|328.8|10.832| 9.294| 9.691|10.267| 2.138| 1.024| 5735.0|  161.510|1|1|12.150453| 2.958| 27| 10.490| 0.112798| 0.012668| 0.147| 8.880|  151.060|   410.050|  230.774|  10.136|2M
280.1298000000|+63.8320000000|233525703|280.12980000|+63.832000000|328.8|10.832| 9.294| 9.691|10.267| 2.138| 1.024| 5735.0|  161.510|1|1|36.901950| 5.628|  9| 22.000| 0.072946| 0.024098| 0.344|12.366|  546.638|    93.231|  230.774|  24.989|2M
279.9061000000|+60.4105900000|233527616|279.90610000|+60.410590000|328.8|12.449|10.897|11.282|11.821| 1.147| 1.045| 5813.0|         |0|0| 9.502794| 3.112| 35| 16.716| 0.032303| 0.024842| 0.866| 2.382|  601.295|   170.458|  554.249|   9.906|2M
280.3973000000|+65.2681700000|233531296|280.39730000|+65.268170000|328.8|11.838|10.091|10.438|11.005| 0.962| 0.985| 5580.0|  204.943|0|0| 0.990235| 1.069|332|  4.328| 0.086801| 0.010182| 0.063| 1.779|  103.216|  2159.412|  342.088|   7.333|2M
282.9406000000|+63.3024100000|233604949|282.94060000|+63.302410000|328.8|13.775|10.164|11.003|12.142| 0.584| 0.633| 3893.0|         |0|1|17.881222| 2.610| 18| 42.324| 0.072003| 0.040910| 0.081| 3.350| 1581.109|     5.349|  679.806|  18.060|2M
284.4714000000|+64.1832600000|233624837|284.47140000|+64.183260000|328.8|12.521|10.929|11.337|11.918| 1.072| 0.995| 5618.0|         |0|1|13.646675| 4.931| 24| 22.389| 0.138243| 0.042117| 0.772| 3.261| 1768.424|    82.895|  589.009|  26.562|2M
284.4225000000|+60.8255600000|233626709|284.42250000|+60.825560000|328.8|11.538| 9.740|10.179|10.815| 0.892| 0.981| 5564.0|  161.100|0|0|19.152814| 2.013| 18| 33.555| 0.017587| 0.020654| 0.884| 2.228|  415.327|    35.506|  307.948|   8.541|2M
284.4225000000|+60.8255600000|233626709|284.42250000|+60.825560000|328.8|11.538| 9.740|10.179|10.815| 0.892| 0.981| 5564.0|  161.100|0|0| 2.994951| 1.199|110|  9.739| 0.048843| 0.012301| 0.257| 2.305|  147.315|   421.460|  307.948|   7.617|2M
275.4634000000|+60.9537200000|233688149|275.46340000|+60.953720000|328.8|10.074| 9.097| 9.294| 9.642| 1.630| 1.478| 6838.0|  904.588|0|1| 2.355067| 1.958|140|  5.207| 0.008062| 0.010998| 0.781| 2.251|  114.943|  3364.350|  170.663|  11.956|2M
275.9003000000|+61.7821800000|233711268|275.90030000|+61.782180000|328.8|11.623|10.118|10.543|11.136| 1.430| 1.025| 5736.0|  316.500|0|0|13.114827| 2.924| 25| 16.509| 0.150081| 0.018722| 0.821| 3.663|  336.653|   165.690|  368.378|   8.746|2M
276.6529000000|+63.3520900000|233722655|276.65290000|+63.352090000|328.8|11.435| 9.939|10.294|10.859| 0.983| 1.067| 5885.0|  202.165|0|1| 5.540703| 3.454| 59| 13.698| 0.054933| 0.032158| 0.725| 2.273| 1030.729|   266.641|  315.463|  37.839|2M
277.3018000000|+60.1151900000|233729994|277.30180000|+60.115190000|356.2|11.188| 9.197| 9.696|10.365| 0.951| 0.910| 5296.0|         |0|1| 4.010018| 5.731| 89| 10.830| 0.132325| 0.055179| 0.701| 2.240| 3039.252|   279.782|  242.602| 176.903|2M
277.3933000000|+65.2548300000|233732418|277.39330000|+65.254830000|301.4|10.674| 9.029| 9.417|10.011| 1.110| 1.020| 5720.0|  449.601|0|1|22.085480| 3.187| 14| 30.045| 0.085802| 0.026273| 0.013| 5.764|  688.500|    49.468|  203.205|  30.436|2M
278.1753000000|+63.7647800000|233739727|278.17530000|+63.764780000|328.8|12.190|10.815|11.154|11.647| 1.273| 1.145| 6097.0|         |0|0|23.612475| 3.643| 13| 28.467| 0.337264| 0.026190| 0.891| 3.233|  646.242|    71.128|  497.891|   8.414|2M
270.6081000000|+78.7137300000|288469551|270.60810000|+78.713730000|274.0|10.608| 9.444| 9.740|10.242| 1.387| 1.246| 6320.0|         |0|1| 8.734547| 2.852| 31| 13.857| 0.123702| 0.018832| 0.371| 4.575|  349.444|   346.604|  227.875|  18.262|2M
272.5279000000|+78.5430600000|288510295|272.52790000|+78.543060000|328.8|10.901| 9.864|10.085|10.489| 1.637| 1.473| 6827.0|  352.992|0|1|11.427209| 4.128| 29| 14.848| 0.012841| 0.023090| 0.945| 2.314|  514.338|   410.994|  258.702|  16.286|2M
273.6980000000|+78.7195600000|288516176|273.69800000|+78.719560000|274.0|14.465| 9.145| 9.973|11.580| 0.242| 0.212| 3309.0|         |1|1| 7.171516| 0.920| 38| 38.575| 0.128259| 0.034794| 0.991| 0.424| 1206.955|     3.361|  478.057|  10.128|2M
273.6980000000|+78.7195600000|288516176|273.69800000|+78.719560000|274.0|14.465| 9.145| 9.973|11.580| 0.242| 0.212| 3309.0|         |1|1| 5.024119| 0.776| 54| 30.428| 0.136682| 0.029340| 0.826| 0.775|  858.189|     5.402|  478.057|  11.609|2M
278.2382000000|+82.3985800000|288633578|278.23820000|+82.398580000|109.6|11.860|10.181|10.576|11.180| 0.903| 1.028| 5749.0|  203.455|0|1|36.848729| 3.319|  3| 52.086| 0.026738| 0.033642| 0.687| 4.175| 1117.000|    16.796|  377.763|  10.464|2M
278.5686000000|+83.9875400000|288636033|278.56860000|+83.987540000|109.6|13.918| 9.784|10.589|11.811| 0.471| 0.503| 3658.0|         |1|1| 7.693773| 2.051| 14| 27.703| 0.063251| 0.039869| 0.480| 1.957| 1582.514|     9.732|  550.808|  15.040|2M
277.7019000000|+40.4880400000|289248280|277.70190000|+40.488040000| 54.8| 7.810| 6.757| 6.964| 7.384| 3.112| 1.489| 6581.1|  146.557|0|1|13.859776| 7.877|  4|  8.914| 0.061158| 0.023175| 0.628| 9.633|  530.285|   984.803|   78.838|  41.752|2M
278.1630000000|+38.3787500000|289374329|278.16300000|+38.378750000| 54.8|10.130| 9.161| 9.386| 9.774| 4.738| 1.453| 6777.0|  370.309|1|1| 4.446786|11.717| 13|  2.722| 0.144173| 0.022639| 0.651|10.399|  505.879| 11879.094|  181.432|  32.419|2M
274.0795000000|+52.3264700000|289722524|274.07950000|+52.326470000|137.0|11.105| 9.787|10.087|10.582| 1.150| 1.161| 6135.0|  226.129|0|1|48.404914| 3.167|  3| 51.117| 0.016035| 0.025214| 0.164| 7.322|  633.157|    22.615|  271.673|  10.923|2M
274.0795000000|+52.3264700000|289722524|274.07950000|+52.326470000|137.0|11.105| 9.787|10.087|10.582| 1.150| 1.161| 6135.0|  226.129|0|0|51.165810| 3.739|  2| 53.043| 0.018081| 0.029774| 0.170| 7.485|  882.891|    21.003|  271.673|  12.574|2M
272.6641000000|+19.2782000000|235600379|272.66410000|+19.278200000| 27.4|11.480| 9.734|10.119|10.732| 1.113| 1.022| 5727.0|         |0|0|11.512026| 3.456|  2| 19.424| 0.018424| 0.028428| 0.245| 4.524|  771.000|   118.933|  294.369|   7.879|2M
272.6799000000|+20.7061900000|235602561|272.67990000|+20.706190000| 27.4|10.399| 9.258| 9.514| 9.961| 1.525| 1.376| 6597.0| 1757.417|0|1| 3.905443| 3.465|  7|  7.614| 0.069386| 0.020799| 0.202| 3.934|  423.392|  1362.950|  198.332|  11.203|2M
276.5984000000|+27.4651700000|235732233|276.59840000|+27.465170000| 54.8|12.104|10.774|11.094|11.583| 1.443| 1.298| 6430.0|         |0|1|10.870125|18.337|  5| 15.618| 0.288530| 0.116340| 0.682| 4.707|12731.070|   292.328|  478.924| 128.955|2M
297.0566000000|+82.7478700000|235949342|297.05660000|+82.747870000| 82.2|14.052| 9.746|10.572|11.995| 0.463| 0.493| 3643.0|         |0|0| 4.294191| 1.540| 19| 18.977| 0.197175| 0.030460| 0.486| 1.573|  915.815|    20.402|  618.481|   8.094|2M
270.7222000000|+68.7312900000|219103724|270.72220000|+68.731290000|301.4|10.678| 9.404| 9.687|10.153| 1.946| 1.225| 6276.0|  324.226|0|1|29.969282| 5.686| 10| 22.334| 0.039287| 0.026748| 0.260|10.186|  713.794|   129.743|  217.931|  33.056|2M
270.9659000000|+69.2169600000|219105733|270.96590000|+69.216960000|301.4|16.443|11.050|11.886|13.474| 0.274| 0.260| 3275.0|         |0|1|17.446980| 2.620| 17| 65.967| 0.079611| 0.087555| 0.201| 2.160| 7628.835|     1.103| 1731.000|  26.704|2M
270.9659000000|+69.2169600000|219105733|270.96590000|+69.216960000|301.4|16.443|11.050|11.886|13.474| 0.274| 0.260| 3275.0|         |0|1| 5.249181| 1.837| 58| 29.619| 0.060713| 0.061379| 0.089| 1.432| 3749.276|     5.470| 1731.000|  19.741|2M
271.8566000000|+69.5211800000|219112871|271.85660000|+69.521180000|301.4|16.956|11.770|12.640|14.440| 0.197| 0.166| 3093.0|         |0|1|26.237881| 2.039| 12|103.703| 0.026639| 0.094735| 0.043| 2.114| 8719.722|     0.355| 3677.141|  11.945|2M
272.2295000000|+66.5802000000|219115785|272.22950000|+66.580200000|219.2|11.400| 9.788|10.253|10.941| 2.251| 0.988| 5591.0|  421.432|0|1|23.848769| 5.650|  9| 15.433| 0.223100| 0.022981| 0.546|10.228|  506.319|   171.143|  330.087|  14.717|2M
274.0282000000|+66.3402800000|236769277|274.02820000|+66.340280000|301.4|16.644|12.141|13.025|14.387| 0.421| 0.442| 3563.0|         |0|0| 8.473107| 2.715| 35| 31.658| 0.059919| 0.059046| 0.015| 2.166| 3468.311|     6.707| 3523.742|   8.569|2M
283.6273000000|+57.5927300000|236816523|283.62730000|+57.592730000|356.2|10.279| 9.312| 9.528| 9.887| 1.717| 1.476| 6834.0|  288.659|0|1|80.430618| 4.926|  5| 52.027| 0.029455| 0.026272| 0.084|12.081|  658.507|    33.614|  191.401|  26.739|2M
298.5415000000|-35.1147700000|271409729|298.54150000|-35.114770000| 27.4|12.414|10.620|10.913|11.440| 1.117| 1.025| 5737.0|         |0|0|17.042903| 7.002|  2| 25.166| 0.267738| 0.057394| 0.811| 3.511| 3226.175|    71.351|  439.623|  19.446|2M
277.9414000000|+52.0260500000|237156620|277.94140000|+52.026050000|137.0|10.640| 9.605| 9.807|10.211| 1.917| 1.434| 6729.0|  364.952|0|1| 2.884799| 2.921| 47|  5.019| 0.071570| 0.013952| 0.399| 4.129|  193.973|  3394.656|  224.346|  12.044|2M
293.7770000000|+75.7490000000|237205543|293.77700000|+75.749000000|328.8|11.369| 9.417| 9.950|10.694| 0.775| 0.879| 5184.0|  116.622|0|1|73.459443| 3.216|  4| 91.270| 0.023681| 0.037979| 0.668| 4.888| 1419.000|     3.616|  288.401|  21.755|2M
296.8020000000|+74.2009100000|237228551|296.80200000|+74.200910000|328.8|12.130|10.314|10.718|11.340| 1.135| 1.037| 5784.0|         |0|0| 6.701373| 1.991| 49| 13.343| 0.021599| 0.016058| 0.463| 3.474|  255.282|   262.216|  414.461|   8.036|2M
298.5399000000|+76.2735500000|237239453|298.53990000|+76.273550000|219.2|15.776|11.856|12.672|14.110| 0.392| 0.406| 3507.0|         |0|0| 7.843942| 2.491| 28| 31.394| 0.075995| 0.058187| 0.009| 2.020| 3157.853|     6.402| 2826.374|   8.403|2M
297.7119000000|+72.1064000000|237235698|297.71190000|+72.106400000|356.2|12.006|10.359|10.709|11.304| 1.341| 1.279| 6390.0|  339.782|0|1|12.051234| 3.358| 30| 17.915| 0.221166| 0.022925| 0.545| 4.454|  499.037|   216.691|  405.836|  14.213|2M
298.3417000000|+74.0830900000|237252543|298.34170000|+74.083090000|356.2|11.536| 9.895|10.251|10.786| 1.351| 1.120| 6034.0|  271.438|0|0|42.071516| 2.622|  8| 39.140| 0.170325| 0.017764| 0.521| 7.183|  311.011|    36.096|  303.116|   7.778|2M
299.4285000000|+76.7590200000|237257441|299.42850000|+76.759020000|191.8|12.948|10.797|11.331|12.094| 0.850| 0.826| 4989.0|         |0|1|11.108863| 3.668| 17| 23.120| 0.045305| 0.039483| 0.197| 3.748| 1432.967|    48.346|  659.014|  17.356|2M
297.5813000000|-10.5392300000|237622616|297.58130000|-10.539230000| 27.4|11.977|10.117|10.540|11.171| 1.735| 1.152| 6112.0|  381.867|0|0|12.921786|13.671|  2| 14.002| 0.012178| 0.072121| 0.555| 6.477| 2230.821|   296.904|  375.820|  21.364|2M
283.3926000000|+21.5750400000|255584731|283.39260000|+21.575040000| 27.4| 9.557| 8.446| 8.650| 9.094| 1.733| 1.896| 7915.0|  204.702|0|0| 8.724054| 3.680|  3| 12.745| 0.005040| 0.019445| 0.577| 4.404|  370.073|  1007.929|  134.519|  10.000|2M
297.2841000000|+47.0816100000|273045452|297.28410000|+47.081610000| 27.4|12.443|10.764|11.144|11.758| 1.087| 1.005| 5659.5|         |0|1| 2.971391| 8.207|  9|  8.015| 0.016466| 0.069091| 0.641| 2.436| 4366.523|   666.230|  532.994|  38.361|2M
276.4761000000|+71.7319700000|256298025|276.47610000|+71.731970000|328.8| 7.340| 6.243| 6.473| 6.904| 3.401| 1.404| 6539.6|  249.333|0|0|47.936167| 3.470|  6| 18.290| 0.015126| 0.009339| 0.925| 8.108|   86.079|   228.053|   72.284|   8.306|2M
298.5016000000|+62.9956000000|256373151|298.50160000|+62.995600000|246.6|10.719| 9.594| 9.817|10.204| 3.245| 1.458| 6789.0|  306.486|1|1| 4.888950|11.422| 51|  4.237| 0.139120| 0.032222| 0.780| 6.102|  999.383|  4934.957|  223.559|  78.862|2M
299.1508000000|+60.7899900000|256510722|299.15080000|+60.789990000|191.8|14.008|10.020|10.856|12.198| 0.536| 0.580| 3789.0|         |0|1| 3.977230| 3.393| 48| 16.443| 0.074465| 0.057946| 0.030| 1.956| 2194.364|    31.801|  705.061|  30.153|2M
299.3131000000|+60.6001400000|256512390|299.31310000|+60.600140000|191.8|12.314|10.563|10.992|11.629| 0.947| 1.015| 5699.0|  252.380|0|0|18.694361| 2.581| 10| 31.472| 0.116648| 0.024950| 0.232| 4.531|  606.548|    44.423|  492.466|   8.291|2M
299.2313000000|+59.9489200000|256511683|299.23130000|+59.948920000|164.4|11.709|10.678|10.924|11.326| 1.504| 1.356| 6553.0|         |0|0|13.327921| 3.920| 12| 17.414| 0.175751| 0.023855| 0.755| 4.051|  552.539|   253.649|  411.081|   9.371|2M
299.4402000000|+60.5363200000|256512327|299.44020000|+60.536320000|191.8|12.330|11.146|11.421|11.861| 1.342| 1.205| 6233.0|         |0|0|24.739828| 3.967|  8| 28.349| 0.040825| 0.027070| 0.413| 6.270|  668.572|    78.341|  568.276|   8.332|2M
299.7866000000|+62.4283200000|256557255|299.78660000|+62.428320000|219.2|12.367|11.307|11.538|11.943| 3.095| 1.398| 6645.0|         |1|1| 5.204653| 8.603| 42|  4.567| 0.028266| 0.025444| 0.738| 6.307|  602.644|  3899.447|  598.390|  16.392|2M
299.8799000000|+64.4668100000|256564095|299.87990000|+64.466810000|274.0|11.052| 9.567| 9.916|10.443| 1.166| 1.121| 6038.0|  203.743|0|1|19.401382| 3.337| 14| 27.085| 0.006590| 0.026202| 0.164| 5.545|  622.137|    75.579|  252.576|  21.702|2M
297.6288000000|+56.2285800000|293949557|297.62880000|+56.228580000|109.6|15.388|10.396|11.158|12.923| 0.209| 0.181| 3127.0|         |0|1| 7.097046| 1.379| 15| 42.079| 0.117323| 0.060401| 0.569| 1.153| 2990.913|     2.252| 1156.672|  10.755|2M
297.6288000000|+56.2285800000|293949557|297.62880000|+56.228580000|109.6|15.388|10.396|11.158|12.923| 0.209| 0.181| 3127.0|         |0|1| 3.053894| 3.243| 36| 23.984| 0.049423| 0.142049| 0.352| 1.057|16542.038|     6.933| 1156.672|  88.236|2M
283.0387000000|+36.3603500000|258276385|283.03870000|+36.360350000| 54.8|10.944| 8.973| 9.433|10.073| 0.870| 0.936| 5390.0|  107.967|0|1| 2.346827| 3.959| 24|  8.355| 0.002278| 0.041641| 0.689| 1.684| 1679.062|   504.357|  209.469|  50.963|2M
297.5234000000|+63.4507800000|258392219|297.52340000|+63.450780000|328.8|12.429|11.274|11.485|11.926| 1.317| 1.420| 6696.0|  535.173|0|1| 5.679132| 3.115| 58| 11.438| 0.003567| 0.021655| 0.597| 3.152|  458.237|   640.939|  591.992|  10.466|2M
271.4947000000|-66.5317700000|295370968|271.49470000|-66.531770000| 27.4|10.272| 9.031| 9.293| 9.780| 1.434| 1.290| 6413.0|         |0|0|16.894047| 3.636|  2| 21.038| 0.003810| 0.023210| 0.543| 5.325|  534.006|   159.413|  181.944|   9.579|2M
286.9692000000|+65.0032200000|275806695|286.96920000|+65.003220000|356.2|11.161| 8.872| 9.441|10.193| 1.169| 0.839| 5037.0|  132.256|0|1| 1.581455| 1.513|225|  4.611| 0.069515| 0.011848| 0.182| 2.631|  139.690|  1262.841|  222.329|  15.286|2M
286.9692000000|+65.0032200000|275806695|286.96920000|+65.003220000|356.2|11.161| 8.872| 9.441|10.193| 1.169| 0.839| 5037.0|  132.256|0|1|14.699573| 3.262| 24| 20.385| 0.189745| 0.025553| 0.648| 4.384|  649.765|    64.618|  222.329|  29.978|2M
286.7452000000|+66.8616400000|258800513|286.74520000|+66.861640000|328.8|10.777| 9.461| 9.767|10.329| 1.150| 1.169| 6152.0|  194.797|0|0| 7.965956| 1.724| 41| 15.382| 0.098923| 0.013729| 0.458| 3.582|  175.907|   252.532|  238.169|   8.950|2M
287.0325000000|+70.5564700000|258803516|287.03250000|+70.556470000|328.8|10.147| 8.715| 9.050| 9.595| 1.851| 1.291| 6414.0|  223.693|0|1|27.997563| 2.877| 12| 22.826| 0.021892| 0.014224| 0.268| 9.170|  198.777|   135.501|  167.043|  12.483|2M
287.4836000000|+71.0869100000|258831573|287.48360000|+71.086910000|356.2|12.577|11.091|11.415|11.945| 1.374| 1.234| 6295.0|         |0|0| 2.843468| 2.648|125|  6.598| 0.000954| 0.017651| 0.641| 2.621|  295.252|  1504.684|  599.148|   8.920|2M
289.8880000000|+67.3769900000|259003064|289.88800000|+67.376990000|356.2|11.991|10.272|10.589|11.065| 1.090| 1.007| 5667.0|         |0|0| 2.655583| 1.583|135|  7.422| 0.036559| 0.013296| 0.329| 2.630|  176.172|   781.098|  353.832|   9.381|2M
291.8534000000|+66.2861600000|259128762|291.85340000|+66.286160000|356.2|11.397|10.153|10.435|10.961| 1.485| 1.338| 6514.0|         |0|0| 3.109843| 1.910|115|  6.655| 0.098013| 0.011777| 0.140| 3.591|  127.944|  1695.734|  333.781|   7.790|2M
292.0943000000|+67.4320400000|259167447|292.09430000|+67.432040000|356.2|11.571| 9.985|10.418|11.019| 1.258| 0.997| 5626.0|  259.033|0|1|38.439866| 3.732| 10| 38.058| 0.085604| 0.027147| 0.198| 7.778|  663.591|    28.853|  344.785|  16.975|2M
293.3276000000|+67.7750200000|259266354|293.32760000|+67.775020000|328.8| 9.461| 8.319| 8.573| 9.028| 3.658| 1.313| 6460.0|  188.410|1|1| 5.331167| 7.067| 62|  3.846| 0.146418| 0.017688| 0.962| 3.685|  298.036|  4912.466|  130.965|  34.399|2M
278.5492000000|+55.9476800000|298733254|278.54920000|+55.947680000|328.8|11.302| 9.708|10.137|10.796| 2.719| 1.013| 5693.0|  494.035|0|1|15.056932| 6.327| 21|  9.485| 0.040016| 0.021308| 0.228|12.100|  316.409|   487.082|  304.772|  16.549|2M
